time,current,voltage,soc
765,20,3.2805432934181358,0.8933333333333344
780,20,3.2802621259925475,0.8900000000000011
795,20,3.2799826909605754,0.8866666666666678
810,20,3.2796543247222707,0.8833333333333345
825,20,3.2791567084272084,0.8800000000000012
840,20,3.278659092148207,0.8766666666666679
855,20,3.2781614758783184,0.8733333333333346
870,20,3.277663859613601,0.8700000000000013
885,20,3.277166243351818,0.866666666666668
900,20,3.2766997197820995,0.8633333333333347
915,0,3.2762389705654797,0.8600000000000014
930,0,3.315778221349396,0.8600000000000014
945,0,3.3256405834820653,0.8600000000000014
960,0,3.3257763269311433,0.8600000000000014
975,0,3.325778195275027,0.8600000000000014
990,0,3.3257782209905136,0.8600000000000014
1005,0,3.325778221344456,0.8600000000000014
1020,0,3.325778221349328,0.8600000000000014
1035,0,3.325778221349395,0.8600000000000014
1050,20,3.325778221349396,0.8600000000000014
1065,20,3.285778221349396,0.8566666666666681
1080,20,3.275455110000946,0.8533333333333348
1095,20,3.2748586173362613,0.8500000000000015
1110,20,3.274395999776868,0.8466666666666682
1125,20,3.273935224845928,0.8433333333333349
1140,20,3.273483236367978,0.8400000000000016
1155,20,3.2730968940007,0.8366666666666683
1170,20,3.273434222292799,0.833333333333335
1185,20,3.27377155058497,0.8300000000000017
1200,20,3.2741088788771457,0.8266666666666684
1215,20,3.2744462071693223,0.8233333333333351
1230,20,3.2747835354615007,0.8200000000000018
1245,20,3.275120863753679,0.8166666666666685
1260,20,3.2754581920458588,0.8133333333333352
1275,20,3.275832114740198,0.8100000000000019
1290,20,3.27623272085858,0.8066666666666686
1305,20,3.2766333269769627,0.8033333333333353
1320,20,3.276559877667256,0.800000000000002
1335,20,3.276026453989061,0.7966666666666687
1350,20,3.2754930303108654,0.7933333333333354
1365,0,3.2749817516817044,0.7900000000000021
1380,0,3.3144882853722466,0.7900000000000021
1395,0,3.324350647504916,0.7900000000000021
1410,0,3.324486390953994,0.7900000000000021
1425,0,3.3244882592978775,0.7900000000000021
1440,0,3.324488285013364,0.7900000000000021
1455,0,3.324488285367307,0.7900000000000021
1470,0,3.3244882853721784,0.7900000000000021
1485,0,3.3244882853722455,0.7900000000000021
1500,20,3.3244882853722464,0.7900000000000021
1515,20,3.2844882853722464,0.7866666666666688
1530,20,3.27413245693012,0.7833333333333355
1545,20,3.2735032471715844,0.7800000000000022
1560,20,3.273007912518243,0.776666666666669
1575,20,3.272480657215604,0.7733333333333356
1590,20,3.2719093474505514,0.7700000000000023
1605,20,3.2713380380345702,0.766666666666669
1620,20,3.2707667286233932,0.7633333333333358
1635,20,3.2701954192122824,0.7600000000000025
1650,20,3.269624109801173,0.7566666666666692
1665,20,3.268938561906208,0.7533333333333359
1680,20,3.268206544148107,0.7500000000000026
1695,20,3.2675545337704306,0.7466666666666693
1710,20,3.266919009765388,0.743333333333336
1725,20,3.2662834857603458,0.7400000000000027
1740,20,3.265564004453564,0.7366666666666694
1755,20,3.2647862670970103,0.7333333333333361
1770,20,3.2640085297404573,0.7300000000000028
1785,20,3.2632307923839043,0.7266666666666695
1800,20,3.262492673580006,0.7233333333333362
1815,0,3.2617736565691584,0.7200000000000029
1830,0,3.3010546395583114,0.7200000000000029
1845,0,3.3109170016909806,0.7200000000000029
1860,0,3.3110527451400587,0.7200000000000029
1875,0,3.3110546134839423,0.7200000000000029
1890,0,3.311054639199429,0.7200000000000029
1905,0,3.3110546395533715,0.7200000000000029
1920,0,3.311054639558243,0.7200000000000029
1935,0,3.3110546395583103,0.7200000000000029
1950,20,3.311054639558311,0.7200000000000029
1965,20,3.271054639558311,0.7166666666666696
1980,20,3.260473260414794,0.7133333333333363
1995,20,3.259618499954868,0.710000000000003
2010,20,3.2589138335981485,0.7066666666666697
2025,20,3.258219809512947,0.7033333333333364
2040,20,3.257525810789289,0.7000000000000031
2055,20,3.256831812414702,0.6966666666666698
2070,20,3.25613781404492,0.6933333333333365
2085,20,3.2554438156752044,0.6900000000000032
2100,20,3.2548586691124313,0.6866666666666699
2115,20,3.2542956084394707,0.6833333333333366
2130,20,3.25373254776651,0.6800000000000033
2145,20,3.25316948709355,0.67666666666667
2160,20,3.252606426420589,0.6733333333333367
2175,20,3.252043365747629,0.6700000000000034
2190,20,3.2515327620283467,0.6666666666666701
2205,20,3.251043736348944,0.6633333333333368
2220,20,3.2505625094670783,0.6600000000000035
2235,20,3.250081282585212,0.6566666666666702
2250,20,3.249600055703346,0.6533333333333369
2265,0,3.2491188288214796,0.6500000000000036
2280,0,3.2886376019396137,0.6500000000000036
2295,0,3.298499964072283,0.6500000000000036
2310,0,3.298635707521361,0.6500000000000036
2325,0,3.2986375758652446,0.6500000000000036
2340,0,3.2986376015807313,0.6500000000000036
2355,0,3.298637601934674,0.6500000000000036
2370,0,3.2986376019395456,0.6500000000000036
2385,0,3.2986376019396126,0.6500000000000036
2400,20,3.2986376019396135,0.6500000000000036
2415,20,3.2586376019396135,0.6466666666666703
2430,20,3.2482940129250775,0.643333333333337
2445,20,3.2476770425941335,0.6400000000000037
2460,20,3.2471939473683835,0.6366666666666704
2475,20,3.246712694771031,0.6333333333333371
2490,20,3.246231467535222,0.6300000000000038
2505,20,3.245750240648485,0.6266666666666705
2520,20,3.245336724025001,0.6233333333333372
2535,20,3.245351569929208,0.6200000000000039
2550,20,3.245367167525242,0.6166666666666706
2565,20,3.245382765121276,0.6133333333333373
2580,20,3.24539836271731,0.610000000000004
2595,20,3.245413960313344,0.6066666666666707
2610,20,3.245429557909378,0.6033333333333374
2625,20,3.245445155505412,0.6000000000000041
2640,20,3.2454662028573353,0.5966666666666708
2655,20,3.245527033475199,0.5933333333333375
2670,20,3.245587864093063,0.5900000000000042
2685,20,3.2456486947109267,0.5866666666666709
2700,20,3.2457095253287904,0.5833333333333376
2715,0,3.245770355946654,0.5800000000000043
2730,0,3.2858293950346438,0.5800000000000043
2745,0,3.295691757167313,0.5800000000000043
2760,0,3.295827500616391,0.5800000000000043
2775,0,3.2958293689602747,0.5800000000000043
2790,0,3.2958293946757613,0.5800000000000043
2805,0,3.295829395029704,0.5800000000000043
2820,0,3.2958293950345756,0.5800000000000043
2835,0,3.2958293950346427,0.5800000000000043
2850,20,3.2958293950346436,0.5800000000000043
2865,20,3.2558293950346435,0.576666666666671
2880,20,3.245828362891443,0.5733333333333377
2895,20,3.2454641727648963,0.5700000000000044
2910,20,3.245233857743544,0.5666666666666711
2925,20,3.2450053853505882,0.5633333333333378
2940,20,3.244776938319177,0.5600000000000045
2955,20,3.244548491636837,0.5566666666666712
2970,20,3.2443200449593017,0.5533333333333379
2985,20,3.2440439598358717,0.5500000000000046
3000,20,3.24376059662416,0.5466666666666713
3015,20,3.2434772334124475,0.543333333333338
3030,20,3.2431938702007357,0.5400000000000047
3045,20,3.2429126812619855,0.5366666666666714
3060,20,3.2425328097288317,0.5333333333333381
3075,20,3.2420616431119513,0.5300000000000048
3090,20,3.2415904764950705,0.5266666666666715
3105,20,3.24111930987819,0.5233333333333382
3120,20,3.2406481432613092,0.5200000000000049
3135,20,3.240176976644429,0.5166666666666716
3150,20,3.2397058100275484,0.5133333333333383
3165,0,3.2392388453646617,0.510000000000005
3180,0,3.2787757894960197,0.510000000000005
3195,0,3.288638151628689,0.510000000000005
3210,0,3.288773895077767,0.510000000000005
3225,0,3.2887757634216506,0.510000000000005
3240,0,3.288775789137137,0.510000000000005
3255,0,3.28877578949108,0.510000000000005
3270,0,3.2887757894959515,0.510000000000005
3285,0,3.2887757894960186,0.510000000000005
3300,20,3.2887757894960195,0.510000000000005
3315,20,3.2487757894960194,0.5066666666666717
3330,20,3.238450371494707,0.5033333333333384
3345,20,3.2378515721769867,0.5000000000000051
3360,20,3.23738664796446,0.49666666666667175
3375,20,3.2369210317766406,0.4933333333333384
3390,20,3.236779370761697,0.49000000000000504
3405,20,3.236817389897705,0.4866666666666717
3420,20,3.236855409038517,0.48333333333333833
3435,20,3.2368914432432163,0.480000000000005
3450,20,3.2369184790710848,0.4766666666666716
3465,20,3.236945514898953,0.47333333333333827
3480,20,3.2369725507268217,0.4700000000000049
3495,20,3.23699958655469,0.46666666666667156
3510,20,3.237008707075,0.4633333333333382
3525,20,3.237008707075,0.46000000000000485
3540,20,3.237008707075,0.4566666666666715
3555,20,3.236779238534414,0.45333333333333814
3570,20,3.2363084730949607,0.4500000000000048
3585,20,3.2358377076555076,0.44666666666667143
3600,20,3.2353669422160545,0.4433333333333381
3615,0,3.234892817659462,0.4400000000000047
3630,0,3.274396706131277,0.4400000000000047
3645,0,3.284259068263946,0.4400000000000047
3660,0,3.284394811713024,0.4400000000000047
3675,0,3.2843966800569078,0.4400000000000047
3690,0,3.2843967057723944,0.4400000000000047
3705,0,3.284396706126337,0.4400000000000047
3720,0,3.2843967061312087,0.4400000000000047
3735,0,3.2843967061312758,0.4400000000000047
3750,20,3.2843967061312767,0.4400000000000047
3765,20,3.2443967061312766,0.43666666666667137
3780,20,3.2340382324704215,0.433333333333338
3795,20,3.2334063774931585,0.43000000000000466
3810,20,3.23290839762109,0.4266666666666713
3825,20,3.2324202001132174,0.42333333333333795
3840,20,3.2319494343198216,0.4200000000000046
3855,20,3.2314786688754973,0.41666666666667124
3870,20,3.231007903435977,0.4133333333333379
3885,20,3.230537137996523,0.4100000000000045
3900,20,3.2303642461199606,0.4066666666666712
3915,20,3.2304000288360366,0.4033333333333378
3930,20,3.2304358115521126,0.40000000000000446
3945,20,3.2304715942681885,0.3966666666666711
3960,20,3.230507376984265,0.39333333333333775
3975,20,3.2305376414063036,0.3900000000000044
3990,20,3.230497087661734,0.38666666666667104
4005,20,3.230456533917165,0.3833333333333377
4020,20,3.2304159801725953,0.38000000000000433
4035,20,3.230375426428026,0.376666666666671
4050,20,3.230319888969458,0.3733333333333376
4065,0,3.2302522993898166,0.37000000000000427
4080,0,3.2701847098101755,0.37000000000000427
4095,0,3.2800470719428447,0.37000000000000427
4110,0,3.280182815391923,0.37000000000000427
4125,0,3.2801846837358064,0.37000000000000427
4140,0,3.280184709451293,0.37000000000000427
4155,0,3.2801847098052357,0.37000000000000427
4170,0,3.2801847098101073,0.37000000000000427
4185,0,3.2801847098101744,0.37000000000000427
4200,20,3.2801847098101753,0.37000000000000427
4215,20,3.2401847098101753,0.3666666666666709
4230,20,3.230254758097864,0.36333333333333756
4245,20,3.2300514250691448,0.3600000000000042
4260,20,3.2299318042898104,0.35666666666667085
4275,20,3.229485687387805,0.3533333333333375
4290,20,3.229039595847343,0.35000000000000414
4305,20,3.2285831219239407,0.3466666666666708
4320,20,3.2280508539703088,0.34333333333333743
4335,20,3.2275185860167426,0.3400000000000041
4350,20,3.2270352216533547,0.3366666666666707
4365,20,3.2265717502732367,0.33333333333333737
4380,20,3.226108278893119,0.330000000000004
4395,20,3.225068060543769,0.32666666666667066
4410,20,3.2239531012217544,0.3233333333333373
4425,20,3.2229102103066665,0.32000000000000395
4440,20,3.2218673193915786,0.3166666666666706
4455,20,3.22082442847649,0.31333333333333724
4470,20,3.220019322551894,0.3100000000000039
4485,20,3.219246789935888,0.30666666666667053
4500,20,3.218474257319882,0.3033333333333372
4515,0,3.217701724703876,0.3000000000000038
4530,0,3.2569355771868036,0.3000000000000038
4545,0,3.266797939319473,0.3000000000000038
4560,0,3.266933682768551,0.3000000000000038
4575,0,3.2669355511124345,0.3000000000000038
4590,0,3.266935576827921,0.3000000000000038
4605,0,3.266935577181864,0.3000000000000038
4620,0,3.2669355771867354,0.3000000000000038
4635,0,3.2669355771868025,0.3000000000000038
4650,20,3.2669355771868034,0.3000000000000038
4665,20,3.2269355771868034,0.29666666666667046
4680,20,3.2164066751927725,0.2933333333333371
4695,20,3.215604391882333,0.29000000000000375
4710,20,3.2149359836770883,0.2866666666666704
4725,20,3.214169833080388,0.28333333333333705
4740,20,3.2132781547280773,0.2800000000000037
4755,20,3.2123864767248373,0.27666666666667034
4770,20,3.2115498772056217,0.273333333333337
4785,20,3.2107851856833713,0.2700000000000036
4800,20,3.210020494161122,0.26666666666667027
4815,20,3.2091107034519144,0.2633333333333369
4830,20,3.208145291369308,0.26000000000000356
4845,20,3.2071798792867003,0.2566666666666702
4860,20,3.2062099365570904,0.25333333333333685
4875,20,3.2052334643695612,0.2500000000000035
4890,20,3.2042569921820316,0.24666666666667017
4905,20,3.202685159163167,0.24333333333333684
4920,20,3.2009393570237497,0.24000000000000352
4935,20,3.199193554884332,0.2366666666666702
4950,20,3.197539330207963,0.23333333333333686
4965,0,3.196031057155637,0.23000000000000353
4980,0,3.234458568173843,0.23000000000000353
4995,0,3.2443209303065124,0.23000000000000353
5010,0,3.2444566737555904,0.23000000000000353
5025,0,3.244458542099474,0.23000000000000353
5040,0,3.2444585678149607,0.23000000000000353
5055,0,3.2444585681689033,0.23000000000000353
5070,0,3.244458568173775,0.23000000000000353
5085,0,3.244458568173842,0.23000000000000353
5100,20,3.244458568173843,0.23000000000000353
5115,20,3.204458568173843,0.2266666666666702
5130,20,3.192856197298789,0.22333333333333688
5145,20,3.190997708939156,0.22000000000000355
5160,20,3.1893581817729735,0.21666666666667023
5175,20,3.187720497235187,0.2133333333333369
5190,20,3.186082838058945,0.21000000000000357
5205,20,3.1844451792317745,0.20666666666667025
5220,20,3.182358131743168,0.20333333333333692
5235,20,3.1800918886379774,0.2000000000000036
5250,20,3.1778256455327876,0.19666666666667026
5265,20,3.1755594024275977,0.19333333333333694
5280,20,3.173293159322408,0.1900000000000036
5295,20,3.171026916217218,0.18666666666667028
5310,20,3.168829977069011,0.18333333333333696
5325,20,3.1666384382326336,0.18000000000000363
5340,20,3.1644468993962565,0.1766666666666703
5355,20,3.162255360559879,0.17333333333333698
5370,20,3.1600638217235013,0.17000000000000365
5385,20,3.1578836804786574,0.16666666666667032
5400,20,3.155747788700608,0.163333333333337
5415,0,3.154177508754251,0.16000000000000367
5430,0,3.192797031353847,0.16000000000000367
5445,0,3.2026593934865164,0.16000000000000367
5460,0,3.2027951369355945,0.16000000000000367
5475,0,3.202797005279478,0.16000000000000367
5490,0,3.2027970309949647,0.16000000000000367
5505,0,3.2027970313489074,0.16000000000000367
5520,0,3.202797031353779,0.16000000000000367
5535,0,3.202797031353846,0.16000000000000367
5550,20,3.202797031353847,0.16000000000000367
5565,20,3.162797031353847,0.15666666666667034
5580,20,3.151554191820774,0.153333333333337
5595,20,3.1500665889298785,0.15000000000000369
5610,20,3.1487132101438844,0.14666666666667036
5625,20,3.147361673986287,0.14333333333333703
5640,20,3.1460101631902337,0.1400000000000037
5655,20,3.144666098063198,0.13666666666667038
5670,20,3.1433242432707935,0.13333333333333705
5685,20,3.141982388478455,0.13000000000000372
5700,20,3.1406082935551276,0.1266666666666704
5715,20,3.139060597787133,0.12333333333333707
5730,20,3.1375129020191386,0.12000000000000374
5745,20,3.134634619763204,0.11666666666667042
5760,20,3.130497213000244,0.11333333333333709
5775,20,3.126194082283605,0.11000000000000376
5790,20,3.1218909514224324,0.10666666666667043
5805,20,3.1178870266013248,0.10333333333333711
5820,20,3.1139438102526364,0.10000000000000378
5835,20,3.1100967869800766,0.09666666666667045
5850,20,3.1063816855577198,0.09333333333333713
5865,0,3.100058601070056,0.0900000000000038
5880,0,3.132307939327513,0.0900000000000038
5895,0,3.1421703014601823,0.0900000000000038
5910,0,3.1423060449092604,0.0900000000000038
5925,0,3.142307913253144,0.0900000000000038
5940,0,3.1423079389686306,0.0900000000000038
5955,0,3.1423079393225732,0.0900000000000038
5970,0,3.142307939327445,0.0900000000000038
5985,0,3.142307939327512,0.0900000000000038
6000,20,3.142307939327513,0.0900000000000038
6015,20,3.102307939327513,0.08666666666667047
6030,20,3.0846949154522996,0.08333333333333715
6045,20,3.0768085102606784,0.08000000000000382
6060,20,3.0690526297797036,0.07666666666667049
6075,20,3.0612671819630357,0.07333333333333716
6090,20,3.053481759507911,0.07000000000000384
6105,20,3.0438232704036117,0.06666666666667051
6120,20,3.0314361160731806,0.06333333333333718
6135,20,3.019048961742816,0.06000000000000385
6150,20,3.006661807412452,0.056666666666670515
6165,20,2.9942076451727857,0.05333333333333718
6180,20,2.9812148801896488,0.05000000000000385
6195,20,2.9681639267394218,0.04666666666667051
6210,20,2.9552626940951483,0.04333333333333718
6225,20,2.942361461450875,0.040000000000003845
6240,20,2.928799146383105,0.03666666666667051
6255,20,2.904934962178606,0.03333333333333718
6270,20,2.8807996053473612,0.030000000000003843
6285,20,2.8564320025097794,0.02666666666667051
6300,20,2.8282246042200856,0.023333333333337175
6315,0,2.800025634285633,0.02000000000000384
6330,0,2.8084111369029867,0.02000000000000384
6345,0,2.818273499035656,0.02000000000000384
6360,0,2.818409242484734,0.02000000000000384
6375,0,2.8184111108286176,0.02000000000000384
6390,0,2.8184111365441042,0.02000000000000384
6405,0,2.818411136898047,0.02000000000000384
6420,0,2.8184111369029186,0.02000000000000384
6435,0,2.8184111369029856,0.02000000000000384
6450,0,2.8184111369029865,0.02000000000000384
6465,0,2.8184111369029865,0.02000000000000384
6480,0,2.8184111369029865,0.02000000000000384
6495,0,2.8184111369029865,0.02000000000000384
6510,0,2.8184111369029865,0.02000000000000384
6525,0,2.8184111369029865,0.02000000000000384
6540,0,2.8184111369029865,0.02000000000000384
6555,0,2.8184111369029865,0.02000000000000384
6570,0,2.8184111369029865,0.02000000000000384
6585,0,2.8184111369029865,0.02000000000000384
6600,0,2.8184111369029865,0.02000000000000384
6615,0,2.8184111369029865,0.02000000000000384
6630,0,2.8184111369029865,0.02000000000000384
6645,0,2.8184111369029865,0.02000000000000384
6660,0,2.8184111369029865,0.02000000000000384
6675,0,2.8184111369029865,0.02000000000000384
6690,0,2.8184111369029865,0.02000000000000384
6705,0,2.8184111369029865,0.02000000000000384
6720,0,2.8184111369029865,0.02000000000000384
6735,0,2.8184111369029865,0.02000000000000384
6750,0,2.8184111369029865,0.02000000000000384
6765,0,2.8184111369029865,0.02000000000000384
6780,0,2.8184111369029865,0.02000000000000384
6795,0,2.8184111369029865,0.02000000000000384
6810,0,2.8184111369029865,0.02000000000000384
6825,0,2.8184111369029865,0.02000000000000384
6840,0,2.8184111369029865,0.02000000000000384
6855,0,2.8184111369029865,0.02000000000000384
6870,0,2.8184111369029865,0.02000000000000384
6885,0,2.8184111369029865,0.02000000000000384
6900,0,2.8184111369029865,0.02000000000000384
6915,0,2.8184111369029865,0.02000000000000384
6930,0,2.8184111369029865,0.02000000000000384
6945,0,2.8184111369029865,0.02000000000000384
6960,0,2.8184111369029865,0.02000000000000384
6975,0,2.8184111369029865,0.02000000000000384
6990,0,2.8184111369029865,0.02000000000000384
7005,0,2.8184111369029865,0.02000000000000384
7020,0,2.8184111369029865,0.02000000000000384
7035,0,2.8184111369029865,0.02000000000000384
7050,0,2.8184111369029865,0.02000000000000384
7065,0,2.8184111369029865,0.02000000000000384
7080,0,2.8184111369029865,0.02000000000000384
7095,0,2.8184111369029865,0.02000000000000384
7110,0,2.8184111369029865,0.02000000000000384
7125,0,2.8184111369029865,0.02000000000000384
7140,0,2.8184111369029865,0.02000000000000384
7155,0,2.8184111369029865,0.02000000000000384
7170,0,2.8184111369029865,0.02000000000000384
7185,0,2.8184111369029865,0.02000000000000384
7200,0,2.8184111369029865,0.02000000000000384
