time,current,initsoc
60,0,1
120,0,
180,0,
240,0,
300,0,
360,0,
420,0,
480,0,
540,0,
600,0,
660,0,
720,0,
780,0,
840,0,
900,0,
960,0,
1020,0,
1080,0,
1140,0,
1200,0,
1260,0,
1320,0,
1380,0,
1440,0,
1500,0,
1560,0,
1620,0,
1680,0,
1740,0,
1800,0,
1860,0,
1920,0,
1980,0,
2040,0,
2100,0,
2160,0,
2220,0,
2280,0,
2340,0,
2400,0,
2460,0,
2520,0,
2580,0,
2640,0,
2700,0,
2760,0,
2820,0,
2880,0,
2940,0,
3000,0,
3060,0,
3120,0,
3180,0,
3240,0,
3300,0,
3360,0,
3420,0,
3480,0,
3540,0,
3600,0,
3660,0,
3720,0,
3780,0,
3840,0,
3900,0,
3960,0,
4020,0,
4080,0,
4140,0,
4200,0,
4260,0,
4320,0,
4380,0,
4440,0,
4500,0,
4560,0,
4620,0,
4680,0,
4740,0,
4800,0,
4860,0,
4920,0,
4980,0,
5040,0,
5100,0,
5160,0,
5220,0,
5280,0,
5340,0,
5400,0,
5460,0,
5520,0,
5580,0,
5640,0,
5700,0,
5760,0,
5820,0,
5880,0,
5940,0,
6000,0,
6060,0,
6120,0,
6180,0,
6240,0,
6300,0,
6360,0,
6420,0,
6480,0,
6540,0,
6600,0,
6660,0,
6720,0,
6780,0,
6840,0,
6900,0,
6960,0,
7020,0,
7080,0,
7140,0,
7200,0,
7260,0.153374002,
7320,0.153374002,
7380,0.153303876,
7440,0.153303876,
7500,0.153374002,
7560,0.153303876,
7620,0.153374002,
7680,0.153233752,
7740,0.153374002,
7800,0.153374002,
7860,0.153444112,
7920,0.153303876,
7980,0.153374002,
8040,0.153514236,
8100,0.153444112,
8160,0.153374002,
8220,0.153444112,
8280,0.153444112,
8340,0.153374002,
8400,0.153233752,
8460,0.153374002,
8520,0.153444112,
8580,0.153514236,
8640,0.153233752,
8700,0.153374002,
8760,0.153303876,
8820,0.153444112,
8880,0.153374002,
8940,0.153444112,
9000,0.153374002,
9060,0.153444112,
9120,0.153303876,
9180,0.153444112,
9240,0.153374002,
9300,0.153444112,
9360,0.153374002,
9420,0.153374002,
9480,0.153303876,
9540,0.153303876,
9600,0.153444112,
9660,0.153374002,
9720,0.153374002,
9780,0.153444112,
9840,0.153303876,
9900,0.153444112,
9960,0.153303876,
10020,0.153444112,
10080,0.153303876,
10140,0.153303876,
10200,0.153303876,
10260,0.153374002,
10320,0.153374002,
10380,0.153374002,
10440,0.153444112,
10500,0.153444112,
10560,0.153303876,
10620,0.153444112,
10680,0.153303876,
10740,0.153374002,
10800,0.153374002,
10860,0.153303876,
10920,0.153233752,
10980,0.153374002,
11040,0.153374002,
11100,0.153233752,
11160,0.153374002,
11220,0.153303876,
11280,0.153303876,
11340,0.153303876,
11400,0.153303876,
11460,0.153303876,
11520,0.153303876,
11580,0.153303876,
11640,0.153303876,
11700,0.153303876,
11760,0.153303876,
11820,0.153444112,
11880,0.153374002,
11940,0.153303876,
12000,0.153374002,
12060,0.153303876,
12120,0.153303876,
12180,0.153303876,
12240,0.153374002,
12300,0.153374002,
12360,0.153374002,
12420,0.153374002,
12480,0.153374002,
12540,0.153374002,
12600,0.153303876,
12660,0.153303876,
12720,0.153374002,
12780,0.153303876,
12840,0.153374002,
12900,0.153303876,
12960,0.153303876,
13020,0.153233752,
13080,0.153303876,
13140,0.153303876,
13200,0.153374002,
13260,0.153374002,
13320,0.153374002,
13380,0.153374002,
13440,0.153374002,
13500,0.153303876,
13560,0.153303876,
13620,0.153303876,
13680,0.153303876,
13740,0.153444112,
13800,0.153444112,
13860,0.153303876,
13920,0.153303876,
13980,0.153444112,
14040,0.153374002,
14100,0.153303876,
14160,0.153374002,
14220,0.153303876,
14280,0.153374002,
14340,0.153374002,
14400,0.153374002,
14460,0.153374002,
14520,0.153303876,
14580,0.153374002,
14640,0.153444112,
14700,0.153303876,
14760,0.153303876,
14820,0.153303876,
14880,0.153303876,
14940,0.153374002,
15000,0.153374002,
15060,0.153303876,
15120,0.153374002,
15180,0.153374002,
15240,0.153303876,
15300,0.153303876,
15360,0.153303876,
15420,0.153233752,
15480,0.153374002,
15540,0.153233752,
15600,0.153374002,
15660,0.153303876,
15720,0.153374002,
15780,0.153303876,
15840,0.153374002,
15900,0.153303876,
15960,0.153303876,
16020,0.153303876,
16080,0.153374002,
16140,0.153374002,
16200,0.153303876,
16260,0.153514236,
16320,0.153374002,
16380,0.153233752,
16440,0.153374002,
16500,0.153374002,
16560,0.153303876,
16620,0.153374002,
16680,0.153374002,
16740,0.153303876,
16800,0.153444112,
16860,0.153303876,
16920,0.153444112,
16980,0.153374002,
17040,0.153233752,
17100,0.153444112,
17160,0.153303876,
17220,0.153374002,
17280,0.153444112,
17340,0.153444112,
17400,0.153374002,
17460,0.153374002,
17520,0.153444112,
17580,0.153444112,
17640,0.153374002,
17700,0.153374002,
17760,0.153374002,
17820,0.153374002,
17880,0.153374002,
17940,0.153374002,
18000,0.153444112,
18060,0.153374002,
18120,0.153303876,
18180,0.153444112,
18240,0.153374002,
18300,0.153444112,
18360,0.153374002,
